,,,,,,,,,,,,,,,,
,"BRIG TULA, AUGUST 1830 TO FEBRUARY 1833",,,,,,,,,,,,,,,
,,,,LONGITUDE,,LATITUDE,,LATITUDE,,LONGITUDE,,1200 AIR ,2400 AIR ,SEA,,
YEAR,MONTH,DAY,HOUR,(CHRON),E/W,(OBS),N/S,(ACT),N/S,(ACT),E/W,THERMOMETER,THERMOMETER,THERMOMETER,BAROMETER,REMARKS
1830,8,6,1200,14.57.41,W,39.53,N,39.54,N,15.15,W,71.0,,,30.05,
1830,8,7,1200,16.15,W,38.22,N,38.23,N,16.30,W,,,,,
1830,8,8,1200,16.51,W,37.27,N,37.28,N,17.06,W,,,,,
1830,8,9,1200,17.27,W,36.24,N,36.25,N,17.36,W,,,,,
1830,8,10,1200,18.17.38,W,34.13,N,34.14,N,18.16,W,76.0,,,,
1830,8,11,1200,18.12,W,32.06,N,32.06,N,18.16,W,,,,,
1830,8,12,1200,18.24,W,30.09,N,30.09,N,18.30,W,76.0,,,30.25,
1830,8,13,1200,18.31.15,W,,N,,N,,W,,,,,
1830,8,14,1200,19.30,W,25.57,N,25.59,N,19.24,W,75.0,,,30.15,
1830,8,15,1200,20.41.45,W,23.32,N,23.31,N,20.35,W,77.0,,,29.95,
1830,8,16,1200,21.40.45,W,21.20,N,21.21,N,21.35,W,,,,,
1830,8,17,1200,22.10,W,19.37,N,19.35,N,22.07,W,,,,,
1830,8,18,1200,22.35,W,18.13,N,18.12,N,22.31,W,80.0,,,,
1830,8,19,1200,22.41,W,17.49,N,17.43,N,22.40,W,78.0,,,29.95,
1830,8,20,1200,22.40.15,W,17.05,N,,N,,W,,,,,
1830,8,21,1200,,W,,N,,N,,W,,,,,
1830,8,22,1200,,W,,N,,N,,W,,,,,
1830,8,23,1200,,W,,N,,N,,W,,,,,
1830,8,24,1200,,W,,N,,N,,W,,,,,
1830,8,25,1200,,W,,N,,N,,W,,,,,
1830,8,26,1200,,W,,N,,N,,W,,,,,
1830,8,27,1200,,W,,N,,N,,W,,,,,
1830,8,28,1200,,W,,N,,N,,W,,,,,
1830,8,29,1200,,W,,N,,N,,W,,,,,
1830,8,30,1200,,W,,N,,N,,W,,,,,
1830,8,30,1200,,W,,N,,N,,W,,,,,
1830,8,31,1200,,W,,N,,N,,W,,,,,
1830,9,1,1200,,W,,N,,N,,W,,,,,
1830,9,2,1200,,W,,N,,N,,W,,,,,
1830,9,3,1200,,W,,N,,N,,W,,,,,
1830,9,4,1200,,W,,N,,N,,W,,,,,
1830,9,5,1200,,W,,N,,N,,W,,,,,
1830,9,6,1200,,W,,N,,N,,W,,,,,
1830,9,7,1200,24.19,W,13.54,N,13.55,N,24.48,W,82.0,,,29.95,
1830,9,8,1200,23.54.30,W,13.14,N,13.13,N,24.20,W,,,,,
1830,9,9,1200,23.21.45,W,12.15,N,12.16,N,23.42,W,,,,,
1830,9,10,1200,22.51,W,,N,11.32,N,23.20,W,80.0,,,29.90,
1830,9,11,1200,21.56.45,W,10.20,N,10.18,N,22.27,W,80.0,,,29.90,
1830,9,12,1200,21.17,W,9.32,N,9.33,N,22.10,W,78.0,,,,
1830,9,13,1200,20.27.45,W,8.43,N,8.43,N,21.11,W,82.0,,,30.00,
1830,9,14,1200,19.04.30,W,7.59,N,7.58,N,20.34,W,,,,,
1830,9,15,1200,,W,,N,7.10,N,19.50,W,80.0,,,29.95,
1830,9,16,1200,17.32,W,,N,6.54,N,18.44,W,,,,,"I can only find 3 instances when this weather has been experienced in this part of the globe - Capt Cook, Capt Flinders of th Investigator and of M .....Perouse"
1830,9,17,1200,17.40,W,7.13,N,6.59,N,18.56,W,82.0,,,30.00,
1830,9,18,1200,16.51,W,6.29,N,6.29,N,18.08,W,,,,,
1830,9,19,1200,15.54,W,5.35,N,5.34,N,17.21,W,,,,,
1830,9,20,1200,14.40,W,4.40,N,4.39,N,16.50,W,,,,29.95,
1830,9,21,1200,13.39.15,W,4.17,N,4.15,N,15.23,W,,,,,
1830,9,22,1200,14.26.30,W,3.50,N,3.49,N,16.11,W,,,,30.00,
1830,9,23,1200,15.01,W,3.17,N,3.22,N,16.42,W,80.0,,,29.55,
1830,9,24,1200,14.57,W,3.02,N,3.07,N,16.37,W,,,,,
1830,9,25,1200,,W,2.30,N,2.30,N,16.37,W,,,,,
1830,9,26,1200,16.23,W,1.45,N,1.45,N,17.53,W,,,,,
1830,9,27,1200,17.15,W,0.21,N,0.21,N,18.41,W,79.0,,,30.00,Trades
1830,9,28,1200,18.01.30,W,,N,1.29,S,19.28,W,,,,,
1830,9,29,1200,19.31.45,W,3.15,S,3.15,S,20.55,W,78.0,,,29.55,
1830,9,30,1200,21.07.30,W,5.15,S,5.14,S,22.16,W,78.0,,,29.50,
1830,10,1,1200,22.19.30,W,7.17,S,7.15,S,23.21,W,80.0,,,30.00,
1830,10,2,1200,23.23.45,W,9.36,S,9.34,S,24.20,W,81.0,,,30.05,
1830,10,3,1200,24.52.30,W,11.27,S,11.26,S,25.44,W,80.0,,,30.00,
1830,10,4,1200,26.10.15,W,13.46,S,13.44,S,26.59,W,78.0,,,,
1830,10,5,1200,27.16.30,W,15.45,S,15.46,S,28.06,W,,,,,
1830,10,6,1200,21.24.45,W,17.43,S,17.54,S,29.12,W,77.0,,75.0,30.00,
1830,10,7,1200,29.44,W,19.31,S,19.31,S,30.12,W,79.0,,,,
1830,10,8,1200,30.25.15,W,21.10,S,21.10,S,31.08,W,78.0,,,,
1830,10,9,1200,30.59.30,W,22.34,S,22.34,S,31.56,W,79.0,,,,
1830,10,10,1200,,W,,S,24.43,S,33.11,W,66.0,,,29.80,
1830,10,11,1200,,W,,S,25.05,S,33.07,W,65.0,,,29.75,Sudden shift Gale
1830,10,12,1200,32.02,W,25.05,S,25.14,S,32.35,W,68.0,,,29.90,
1830,10,13,1200,31.30,W,25.49,S,25.56,S,32.00,W,69.0,,,30.10,
1830,10,14,1200,31.29.45,W,26.30,S,26.29,S,31.57,W,71.0,,,30.10,
1830,10,15,1200,31.53.30,W,27.17,S,27.16,S,32.22,W,72.0,,,30.00,
1830,10,16,1200,32.39.50,W,28.12,S,28.12,S,33.17,W,72.0,,,30.00,
1830,10,17,1200,,W,,S,29.44,S,35.01,W,65.0,,,30.00,30.10 PM
1830,10,18,1200,35.28,W,30.20,S,30.22,S,36.08,W,66.0,,,30.20,
1830,10,19,1200,36.57,W,31.07,S,31.09,S,37.34,W,66.0,,,30.10,
1830,10,20,1200,38.15.30,W,32.12,S,32.11,S,38.51,W,68.0,,,30.00,
1830,10,21,1200,39.04,W,33.12,S,33.16,S,39.42,W,66.0,,,30.00,Cloudy
