		SY AURORA																						
																								
YEAR	MONTH	DAY	HOUR	LAT	N/S	LONG	E/W	BAROMETER	THERMOMETER	BAROMETER	DRY BULB	WET BULB	REL. HUMIDITY	DEW PT	SEA TEMP	MAX	MIN	REMARKS						
									ATTACHED	CORRECTED						TEMP	TEMP							
1914	12	24	200																					
1914	12	24	400					30.151	72.9	30.032	56.0	52.6												
1914	12	24	600					30.152	73.5	30.033	55.3	52.7				57.5	55.0							
1914	12	24	800					30.165	73.4	30.046	55.0	52.2				56.3	54.1							
1914	12	24	1000					30.120	66.3	30.033	55.0	52.7				55.0	54.0							
1914	12	24	1200					30.085	58.0	30.006	55.0	52.8					54.0							
1914	12	24	1400					30.049	57.5	29.963	55.0	52.1					53.7							
1914	12	24	1600					30.035	57.1	29.959	55.0	52.1				56.3	54.7							
1914	12	24	1800					30.020	57.0	29.944	55.5	52.2				55.0	54.0							
1914	12	24	2000					30.025	58.1	29.956	54.2	52.0				55.4	49.6							
1914	12	24	2200					30.010	59.0		54.5	52.0				55.6	49.6							
1914	12	24	2400					30.000	61.0		52.5	51.0				55.7	50.8							
1914	12	25	200	45.13	S	147.31	E	29.965	57.3		52.9	51.7				53.0	51.7							
1914	12	25	400					29.948	59.5		52.4	50.5				52.4	51.2							
1914	12	25	600					29.960	60.0		52.0	50.8												
1914	12	25	800					29.979	60.0		52.3	50.0												
1914	12	25	1000					29.990	60.3		52.6	49.6				54.4	52.2							
1914	12	25	1200					29.970	62.0		52.0	49.7												
1914	12	25	1400					29.955	65.0		51.0	49.5				53.5								
1914	12	25	1600					29.940	63.5		50.5	48.5				51.3	49.5							
1914	12	25	1800					29.930	65.0		51.0	49.0				51.0	49.0							
1914	12	25	2000					30.015	65.5	29.917	49.0	46.7				50.4	48.4							
1914	12	25	2200					30.010	65.0		49.2	47.0				49.8	47.5							
1914	12	25	2400					30.010	65.0		50.0	47.0					47.0							
1914	12	26	200	47.27	S	148.02	E	30.020	65.8		49.7	46.8					46.5							
1914	12	26	400					30.000	65.4		49.2	46.4				69.7	46.7							
1914	12	26	600					30.035	66.6		48.0	45.2				49.5	47.2							
1914	12	26	800					30.050	64.0		48.0	46.0				63.7	47.0							
1914	12	26	1000					30.050	63.0		47.8	46.0												
1914	12	26	1200					30.060	61.1		47.0	46.5					45.8							
1914	12	26	1400					30.070	59.5		46.0	45.5				46.5	43.4							
1914	12	26	1600					30.070	58.6		45.4	45.0				46.8	44.5							
1914	12	26	1800					30.000	55.5		46.0	46.0				46.0	45.5							
